barrio,distrito,price,size,rooms,bathrooms
el Raval,Ciutat Vella,901.0,76,2,1
el Raval,Ciutat Vella,1675.0,136,3,2
el Raval,Ciutat Vella,3977.0,250,5,3
el Raval,Ciutat Vella,1152.0,110,3,2
el Raval,Ciutat Vella,838.0,80,2,1
el Raval,Ciutat Vella,1194.0,90,2,1
el Raval,Ciutat Vella,1110.0,80,2,1
el Raval,Ciutat Vella,796.0,86,2,1
el Raval,Ciutat Vella,750.0,75,1,1
el Raval,Ciutat Vella,2901.0,128,2,2
el Raval,Ciutat Vella,629.0,51,2,1
el Raval,Ciutat Vella,838.0,70,2,1
el Raval,Ciutat Vella,811.0,66,2,1
el Raval,Ciutat Vella,503.0,40,1,1
el Raval,Ciutat Vella,670.0,54,0,1
el Raval,Ciutat Vella,2721.0,130,3,2
el Raval,Ciutat Vella,649.0,85,2,1
el Raval,Ciutat Vella,587.0,50,1,1
el Raval,Ciutat Vella,897.0,70,2,1
el Raval,Ciutat Vella,649.0,71,1,1
el Raval,Ciutat Vella,775.0,104,2,2
el Raval,Ciutat Vella,608.0,65,2,1
el Raval,Ciutat Vella,838.0,150,3,2
el Raval,Ciutat Vella,1047.0,160,3,2
el Raval,Ciutat Vella,377.0,40,0,1
el Raval,Ciutat Vella,710.0,79,1,1
el Raval,Ciutat Vella,1173.0,94,2,2
el Raval,Ciutat Vella,1110.0,80,2,1
el Raval,Ciutat Vella,943.0,170,4,2
el Raval,Ciutat Vella,938.0,97,2,2
el Raval,Ciutat Vella,469.0,62,1,1
el Raval,Ciutat Vella,482.0,48,2,1
el Raval,Ciutat Vella,377.0,40,1,1
el Raval,Ciutat Vella,377.0,40,1,1
el Raval,Ciutat Vella,1051.0,69,3,1
el Raval,Ciutat Vella,1296.0,75,2,1
el Raval,Ciutat Vella,1110.0,95,2,2
el Raval,Ciutat Vella,1466.0,194,3,2
el Raval,Ciutat Vella,587.0,50,0,1
el Raval,Ciutat Vella,3935.0,380,9,5
el Raval,Ciutat Vella,1012.0,78,2,1
el Raval,Ciutat Vella,1047.0,90,2,1
el Raval,Ciutat Vella,1885.0,186,4,3
el Raval,Ciutat Vella,1089.0,93,2,2
el Raval,Ciutat Vella,2010.0,123,3,2
el Raval,Ciutat Vella,608.0,55,1,1
el Raval,Ciutat Vella,545.0,67,1,1
el Raval,Ciutat Vella,524.0,50,2,1
el Raval,Ciutat Vella,670.0,58,2,1
el Raval,Ciutat Vella,1047.0,117,2,2
Gotic,Ciutat Vella,901.0,60,1,1
Gotic,Ciutat Vella,624.0,59,1,1
Gotic,Ciutat Vella,721.0,63,2,1
Gotic,Ciutat Vella,750.0,50,1,1
Gotic,Ciutat Vella,5023.0,175,2,2
Gotic,Ciutat Vella,838.0,86,2,1
Gotic,Ciutat Vella,7115.0,268,4,3
Gotic,Ciutat Vella,951.0,90,1,1
Gotic,Ciutat Vella,482.0,64,1,1
Gotic,Ciutat Vella,486.0,45,0,1
Gotic,Ciutat Vella,8371.0,170,3,2
Gotic,Ciutat Vella,2512.0,130,2,2
Gotic,Ciutat Vella,691.0,60,2,1
Gotic,Ciutat Vella,388.0,45,1,1
Gotic,Ciutat Vella,545.0,59,2,1
Gotic,Ciutat Vella,836.0,60,1,1
Gotic,Ciutat Vella,1047.0,100,2,2
Gotic,Ciutat Vella,503.0,33,1,1
Gotic,Ciutat Vella,587.0,75,1,1
Gotic,Ciutat Vella,838.0,97,2,2
Gotic,Ciutat Vella,545.0,63,0,1
Gotic,Ciutat Vella,608.0,86,2,1
Gotic,Ciutat Vella,566.0,86,1,1
Gotic,Ciutat Vella,566.0,60,1,1
Gotic,Ciutat Vella,1592.0,180,3,2
Gotic,Ciutat Vella,608.0,50,2,1
Gotic,Ciutat Vella,469.0,62,1,1
Gotic,Ciutat Vella,566.0,60,1,1
Gotic,Ciutat Vella,951.0,80,1,1
Barceloneta,Ciutat Vella,377.0,37,1,1
Barceloneta,Ciutat Vella,1194.0,130,3,2
Barceloneta,Ciutat Vella,1675.0,135,3,2
Barceloneta,Ciutat Vella,691.0,58,2,1
Barceloneta,Ciutat Vella,964.0,54,1,1
Barceloneta,Ciutat Vella,1466.0,173,3,2
Barceloneta,Ciutat Vella,951.0,80,1,1
Barceloneta,Ciutat Vella,587.0,43,1,1
Barceloneta,Ciutat Vella,461.0,36,1,1
Barceloneta,Ciutat Vella,377.0,50,1,1
Barceloneta,Ciutat Vella,608.0,75,2,1
Barceloneta,Ciutat Vella,951.0,90,1,1
Barceloneta,Ciutat Vella,388.0,50,1,1
Barceloneta,Ciutat Vella,541.0,80,1,1
Barceloneta,Ciutat Vella,587.0,69,2,1
Barceloneta,Ciutat Vella,587.0,70,2,1
Barceloneta,Ciutat Vella,566.0,48,1,1
Barceloneta,Ciutat Vella,922.0,63,2,1
Barceloneta,Ciutat Vella,880.0,63,2,1
Barceloneta,Ciutat Vella,1173.0,104,4,2
Barceloneta,Ciutat Vella,880.0,63,2,1
Barceloneta,Ciutat Vella,587.0,63,1,1
Barceloneta,Ciutat Vella,587.0,45,2,1
Barceloneta,Ciutat Vella,541.0,36,1,1
Barceloneta,Ciutat Vella,629.0,57,1,1
Barceloneta,Ciutat Vella,566.0,45,0,1
Barceloneta,Ciutat Vella,587.0,33,1,1
Barceloneta,Ciutat Vella,964.0,66,1,1
Barceloneta,Ciutat Vella,587.0,42,0,1
Barceloneta,Ciutat Vella,608.0,51,1,1
Barceloneta,Ciutat Vella,901.0,56,1,1
Barceloneta,Ciutat Vella,1047.0,84,2,1
Barceloneta,Ciutat Vella,1047.0,77,2,1
Barceloneta,Ciutat Vella,817.0,80,3,2
Barceloneta,Ciutat Vella,1257.0,121,2,2
Barceloneta,Ciutat Vella,1047.0,56,1,1
Barceloneta,Ciutat Vella,1047.0,84,2,1
Barceloneta,Ciutat Vella,1047.0,77,2,1
Barceloneta,Ciutat Vella,1047.0,77,2,1
Barceloneta,Ciutat Vella,503.0,33,1,1
Barceloneta,Ciutat Vella,817.0,35,0,1
Barceloneta,Ciutat Vella,608.0,55,2,1
Barceloneta,Ciutat Vella,480.0,66,3,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,7115.0,268,4,3
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,5442.0,258,5,3
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1885.0,120,3,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,670.0,120,2,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1089.0,70,2,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1466.0,188,4,3
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,331.0,40,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1487.0,132,2,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1215.0,103,2,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1215.0,150,3,2
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,775.0,60,1,1
Sant Pere. Santa Caterina i la Ribera,Ciutat Vella,1257.0,93,3,2
Fort Pienc,L'Eixample,1403.0,150,2,2
Fort Pienc,L'Eixample,1094.0,53,1,1
Fort Pienc,L'Eixample,1094.0,48,1,1
Fort Pienc,L'Eixample,1122.0,112,3,2
Fort Pienc,L'Eixample,1010.0,85,2,1
Fort Pienc,L'Eixample,1347.0,150,5,2
Fort Pienc,L'Eixample,895.0,75,2,1
Fort Pienc,L'Eixample,1047.0,105,3,2
Fort Pienc,L'Eixample,730.0,56,1,1
Fort Pienc,L'Eixample,730.0,49,2,1
Fort Pienc,L'Eixample,814.0,42,1,1
Fort Pienc,L'Eixample,1052.0,70,3,1
Fort Pienc,L'Eixample,699.0,58,1,1
Fort Pienc,L'Eixample,617.0,64,2,1
Fort Pienc,L'Eixample,730.0,65,3,1
Fort Pienc,L'Eixample,898.0,102,3,2
Fort Pienc,L'Eixample,1515.0,100,3,2
Fort Pienc,L'Eixample,898.0,85,1,1
Fort Pienc,L'Eixample,1263.0,98,3,2
Fort Pienc,L'Eixample,1431.0,96,2,2
Fort Pienc,L'Eixample,730.0,49,1,1
Fort Pienc,L'Eixample,1403.0,143,3,2
Fort Pienc,L'Eixample,662.0,41,1,1
Fort Pienc,L'Eixample,1459.0,146,3,2
Fort Pienc,L'Eixample,1347.0,75,3,1
Fort Pienc,L'Eixample,3926.0,318,3,3
Fort Pienc,L'Eixample,8973.0,268,4,3
Fort Pienc,L'Eixample,3926.0,318,3,3
Fort Pienc,L'Eixample,3926.0,212,2,2
Fort Pienc,L'Eixample,674.0,30,2,1
Fort Pienc,L'Eixample,842.0,45,2,1
Fort Pienc,L'Eixample,5609.0,165,3,2
Fort Pienc,L'Eixample,1178.0,70,3,1
Fort Pienc,L'Eixample,3253.0,90,2,1
Fort Pienc,L'Eixample,1403.0,80,4,2
Fort Pienc,L'Eixample,770.0,50,0,1
Fort Pienc,L'Eixample,726.0,50,0,1
Fort Pienc,L'Eixample,826.0,50,0,1
Fort Pienc,L'Eixample,775.0,50,0,1
Fort Pienc,L'Eixample,961.0,50,2,1
Fort Pienc,L'Eixample,1627.0,100,4,2
Fort Pienc,L'Eixample,3029.0,170,3,2
Fort Pienc,L'Eixample,1431.0,50,1,1
Fort Pienc,L'Eixample,1431.0,50,1,1
Fort Pienc,L'Eixample,1431.0,50,1,1
Fort Pienc,L'Eixample,1431.0,50,1,1
Fort Pienc,L'Eixample,1431.0,60,1,1
Fort Pienc,L'Eixample,1851.0,85,2,1
Fort Pienc,L'Eixample,1599.0,50,1,1
Sagrada Familia,L'Eixample,898.0,92,3,2
Sagrada Familia,L'Eixample,1010.0,70,2,1
Sagrada Familia,L'Eixample,1094.0,60,1,1
Sagrada Familia,L'Eixample,780.0,72,4,2
Sagrada Familia,L'Eixample,674.0,77,3,2
Sagrada Familia,L'Eixample,1823.0,161,4,2
Sagrada Familia,L'Eixample,780.0,135,3,2
Sagrada Familia,L'Eixample,898.0,51,2,1
Sagrada Familia,L'Eixample,2440.0,72,2,1
Sagrada Familia,L'Eixample,1992.0,72,2,1
Sagrada Familia,L'Eixample,1992.0,72,2,1
Sagrada Familia,L'Eixample,2440.0,72,2,1
Sagrada Familia,L'Eixample,1291.0,95,3,2
Sagrada Familia,L'Eixample,1347.0,68,2,1
Sagrada Familia,L'Eixample,1234.0,80,4,2
Sagrada Familia,L'Eixample,1234.0,80,3,2
Sagrada Familia,L'Eixample,2525.0,72,2,1
Sagrada Familia,L'Eixample,1683.0,165,3,2
Sagrada Familia,L'Eixample,1206.0,95,3,2
Sagrada Familia,L'Eixample,1234.0,72,0,1
Sagrada Familia,L'Eixample,2076.0,145,4,2
Sagrada Familia,L'Eixample,1234.0,90,3,2
Sagrada Familia,L'Eixample,842.0,48,2,1
Sagrada Familia,L'Eixample,561.0,51,1,1
Sagrada Familia,L'Eixample,646.0,49,2,1
Sagrada Familia,L'Eixample,1094.0,75,2,1
Sagrada Familia,L'Eixample,1347.0,95,3,2
Sagrada Familia,L'Eixample,1010.0,95,2,2
Sagrada Familia,L'Eixample,1122.0,144,3,2
Sagrada Familia,L'Eixample,1094.0,110,3,2
Sagrada Familia,L'Eixample,842.0,46,1,1
Sagrada Familia,L'Eixample,1515.0,76,2,1
Sagrada Familia,L'Eixample,1588.0,87,3,2
Sagrada Familia,L'Eixample,701.0,37,1,1
Sagrada Familia,L'Eixample,1263.0,95,3,2
Sagrada Familia,L'Eixample,1683.0,99,2,2
Sagrada Familia,L'Eixample,1683.0,120,4,2
Sagrada Familia,L'Eixample,1263.0,95,3,2
Sagrada Familia,L'Eixample,2525.0,80,2,1
Sagrada Familia,L'Eixample,1753.0,80,1,1
Sagrada Familia,L'Eixample,1120.0,75,2,1
Sagrada Familia,L'Eixample,1683.0,99,2,2
la Dreta de l'Eixample,L'Eixample,2356.0,206,4,3
la Dreta de l'Eixample,L'Eixample,2525.0,72,2,1
la Dreta de l'Eixample,L'Eixample,3085.0,351,3,4
la Dreta de l'Eixample,L'Eixample,2132.0,146,3,2
la Dreta de l'Eixample,L'Eixample,2693.0,51,1,1
la Dreta de l'Eixample,L'Eixample,1178.0,50,1,1
la Dreta de l'Eixample,L'Eixample,10655.0,217,3,3
la Dreta de l'Eixample,L'Eixample,1795.0,135,4,2
la Dreta de l'Eixample,L'Eixample,1066.0,74,1,1
la Dreta de l'Eixample,L'Eixample,2076.0,170,3,2
la Dreta de l'Eixample,L'Eixample,1038.0,89,2,1
la Dreta de l'Eixample,L'Eixample,842.0,60,2,1
la Dreta de l'Eixample,L'Eixample,1403.0,77,2,1
la Dreta de l'Eixample,L'Eixample,1571.0,88,3,2
la Dreta de l'Eixample,L'Eixample,1880.0,120,2,2
la Dreta de l'Eixample,L'Eixample,1066.0,100,3,2
la Dreta de l'Eixample,L'Eixample,3169.0,170,3,2
la Dreta de l'Eixample,L'Eixample,1599.0,164,4,2
la Dreta de l'Eixample,L'Eixample,1094.0,65,1,1
la Dreta de l'Eixample,L'Eixample,1187.0,80,2,1
la Dreta de l'Eixample,L'Eixample,1296.0,95,3,2
la Dreta de l'Eixample,L'Eixample,1408.0,90,2,1
la Dreta de l'Eixample,L'Eixample,1403.0,76,2,1
la Dreta de l'Eixample,L'Eixample,5328.0,241,3,3
la Dreta de l'Eixample,L'Eixample,1964.0,95,3,2
la Dreta de l'Eixample,L'Eixample,5552.0,328,3,4
la Dreta de l'Eixample,L'Eixample,3645.0,295,4,3
la Dreta de l'Eixample,L'Eixample,1117.0,57,1,1
la Dreta de l'Eixample,L'Eixample,1459.0,85,3,2
la Dreta de l'Eixample,L'Eixample,1992.0,183,2,2
la Dreta de l'Eixample,L'Eixample,1795.0,117,2,2
la Dreta de l'Eixample,L'Eixample,1571.0,88,3,2
la Dreta de l'Eixample,L'Eixample,1122.0,50,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1122.0,70,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,3645.0,180,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1066.0,115,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1851.0,222,4,3
l'Antiga Esquerra de l'Eixample,L'Eixample,730.0,50,0,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2525.0,180,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1122.0,55,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1234.0,2200,3,19
l'Antiga Esquerra de l'Eixample,L'Eixample,1349.0,90,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1434.0,85,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1010.0,111,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1347.0,138,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,954.0,62,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1038.0,88,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2020.0,130,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,898.0,79,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2525.0,85,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1459.0,50,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,2805.0,100,1,1
l'Antiga Esquerra de l'Eixample,L'Eixample,1739.0,55,2,1
l'Antiga Esquerra de l'Eixample,L'Eixample,4206.0,176,4,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2020.0,136,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,2020.0,136,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1739.0,150,4,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1375.0,120,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,5048.0,200,4,3
l'Antiga Esquerra de l'Eixample,L'Eixample,898.0,94,3,2
l'Antiga Esquerra de l'Eixample,L'Eixample,1178.0,100,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1010.0,71,2,1
la Nova Esquerra de l'Eixample,L'Eixample,870.0,62,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1122.0,140,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1066.0,77,2,1
la Nova Esquerra de l'Eixample,L'Eixample,477.0,40,0,1
la Nova Esquerra de l'Eixample,L'Eixample,954.0,69,1,1
la Nova Esquerra de l'Eixample,L'Eixample,1156.0,100,3,2
la Nova Esquerra de l'Eixample,L'Eixample,1683.0,80,2,1
la Nova Esquerra de l'Eixample,L'Eixample,839.0,65,2,1
la Nova Esquerra de l'Eixample,L'Eixample,786.0,45,1,1
la Nova Esquerra de l'Eixample,L'Eixample,589.0,35,1,1
la Nova Esquerra de l'Eixample,L'Eixample,842.0,86,3,2
la Nova Esquerra de l'Eixample,L'Eixample,505.0,97,1,1
la Nova Esquerra de l'Eixample,L'Eixample,660.0,57,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1456.0,108,3,2
la Nova Esquerra de l'Eixample,L'Eixample,940.0,50,1,1
la Nova Esquerra de l'Eixample,L'Eixample,898.0,72,2,1
la Nova Esquerra de l'Eixample,L'Eixample,926.0,101,3,2
la Nova Esquerra de l'Eixample,L'Eixample,926.0,91,2,1
la Nova Esquerra de l'Eixample,L'Eixample,814.0,72,3,1
la Nova Esquerra de l'Eixample,L'Eixample,842.0,70,2,1
la Nova Esquerra de l'Eixample,L'Eixample,2749.0,290,5,3
la Nova Esquerra de l'Eixample,L'Eixample,878.0,87,2,1
la Nova Esquerra de l'Eixample,L'Eixample,2973.0,132,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1291.0,76,2,1
la Nova Esquerra de l'Eixample,L'Eixample,3309.0,130,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1066.0,105,3,2
la Nova Esquerra de l'Eixample,L'Eixample,2244.0,149,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1964.0,150,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1234.0,55,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1403.0,20,3,1
la Nova Esquerra de l'Eixample,L'Eixample,1849.0,130,4,2
la Nova Esquerra de l'Eixample,L'Eixample,617.0,61,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1010.0,130,4,2
la Nova Esquerra de l'Eixample,L'Eixample,2525.0,200,5,3
la Nova Esquerra de l'Eixample,L'Eixample,842.0,50,1,1
la Nova Esquerra de l'Eixample,L'Eixample,1669.0,126,2,2
la Nova Esquerra de l'Eixample,L'Eixample,3309.0,130,4,2
la Nova Esquerra de l'Eixample,L'Eixample,758.0,91,3,2
la Nova Esquerra de l'Eixample,L'Eixample,1285.0,80,3,2
la Nova Esquerra de l'Eixample,L'Eixample,1683.0,75,2,1
la Nova Esquerra de l'Eixample,L'Eixample,2525.0,145,4,2
la Nova Esquerra de l'Eixample,L'Eixample,1291.0,40,1,1
la Nova Esquerra de l'Eixample,L'Eixample,747.0,57,3,1
la Nova Esquerra de l'Eixample,L'Eixample,895.0,69,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1408.0,70,1,1
la Nova Esquerra de l'Eixample,L'Eixample,2412.0,200,4,3
la Nova Esquerra de l'Eixample,L'Eixample,1700.0,119,1,2
la Nova Esquerra de l'Eixample,L'Eixample,1515.0,66,2,1
la Nova Esquerra de l'Eixample,L'Eixample,1624.0,98,3,2
Sant Antoni,L'Eixample,1212.0,76,2,1
Sant Antoni,L'Eixample,617.0,75,1,1
Sant Antoni,L'Eixample,814.0,55,2,1
Sant Antoni,L'Eixample,730.0,75,3,1
Sant Antoni,L'Eixample,646.0,65,2,1
Sant Antoni,L'Eixample,842.0,60,2,1
Sant Antoni,L'Eixample,491.0,53,1,1
Sant Antoni,L'Eixample,1234.0,95,2,2
Sant Antoni,L'Eixample,1038.0,60,2,1
Sant Antoni,L'Eixample,491.0,53,1,1
Sant Antoni,L'Eixample,1094.0,59,2,1
Sant Antoni,L'Eixample,1010.0,70,2,1
Sant Antoni,L'Eixample,674.0,50,1,1
Sant Antoni,L'Eixample,1038.0,90,2,1
Sant Antoni,L'Eixample,4206.0,115,3,2
Sant Antoni,L'Eixample,1403.0,70,1,1
Sant Antoni,L'Eixample,1291.0,75,2,1
Sant Antoni,L'Eixample,870.0,65,2,1
Sant Antoni,L'Eixample,1049.0,60,1,1
Sant Antoni,L'Eixample,946.0,40,1,1
Sant Antoni,L'Eixample,780.0,59,2,1
Sant Antoni,L'Eixample,814.0,50,2,1
Sant Antoni,L'Eixample,724.0,36,1,1
Sant Antoni,L'Eixample,505.0,40,0,1
Sant Antoni,L'Eixample,730.0,55,2,1
Sant Antoni,L'Eixample,491.0,63,1,1
Sant Antoni,L'Eixample,1263.0,66,1,1
Sant Antoni,L'Eixample,1234.0,105,2,2
Sant Antoni,L'Eixample,1234.0,70,2,1
Sant Antoni,L'Eixample,842.0,70,2,1
Sant Antoni,L'Eixample,814.0,38,1,1
Sant Antoni,L'Eixample,814.0,38,1,1
Sant Antoni,L'Eixample,617.0,42,0,1
Sant Antoni,L'Eixample,533.0,55,1,1
Sant Antoni,L'Eixample,1176.0,76,3,2
Sant Antoni,L'Eixample,444.0,35,0,1
el Poble Sec,Sants-Montjuïc,626.0,62,1,1
el Poble Sec,Sants-Montjuïc,978.0,54,2,1
el Poble Sec,Sants-Montjuïc,669.0,46,1,1
el Poble Sec,Sants-Montjuïc,382.0,45,1,1
el Poble Sec,Sants-Montjuïc,471.0,46,2,1
el Poble Sec,Sants-Montjuïc,651.0,60,2,1
el Poble Sec,Sants-Montjuïc,628.0,70,1,1
el Poble Sec,Sants-Montjuïc,695.0,62,2,1
el Poble Sec,Sants-Montjuïc,785.0,104,2,2
el Poble Sec,Sants-Montjuïc,628.0,70,2,1
el Poble Sec,Sants-Montjuïc,1121.0,100,2,2
el Poble Sec,Sants-Montjuïc,718.0,58,2,1
el Poble Sec,Sants-Montjuïc,538.0,65,2,1
el Poble Sec,Sants-Montjuïc,702.0,86,2,1
el Poble Sec,Sants-Montjuïc,942.0,110,3,2
el Poble Sec,Sants-Montjuïc,673.0,60,1,1
el Poble Sec,Sants-Montjuïc,807.0,80,2,1
el Poble Sec,Sants-Montjuïc,673.0,59,2,1
el Poble Sec,Sants-Montjuïc,760.0,51,2,1
el Poble Sec,Sants-Montjuïc,673.0,50,2,1
el Poble Sec,Sants-Montjuïc,1476.0,90,4,2
el Poble Sec,Sants-Montjuïc,592.0,78,3,2
el Poble Sec,Sants-Montjuïc,651.0,86,3,2
el Poble Sec,Sants-Montjuïc,942.0,110,3,2
el Poble Sec,Sants-Montjuïc,875.0,90,3,2
el Poble Sec,Sants-Montjuïc,695.0,45,1,1
el Poble Sec,Sants-Montjuïc,695.0,45,1,1
el Poble Sec,Sants-Montjuïc,716.0,65,2,1
el Poble Sec,Sants-Montjuïc,628.0,50,2,1
el Poble Sec,Sants-Montjuïc,651.0,51,2,1
el Poble Sec,Sants-Montjuïc,606.0,48,2,1
el Poble Sec,Sants-Montjuïc,673.0,80,1,1
el Poble Sec,Sants-Montjuïc,1130.0,75,3,1
el Poble Sec,Sants-Montjuïc,985.0,90,1,1
el Poble Sec,Sants-Montjuïc,1415.0,124,2,2
el Poble Sec,Sants-Montjuïc,1280.0,70,2,1
el Poble Sec,Sants-Montjuïc,1036.0,70,2,1
el Poble Sec,Sants-Montjuïc,695.0,58,2,1
el Poble Sec,Sants-Montjuïc,760.0,65,2,1
el Poble Sec,Sants-Montjuïc,1334.0,70,3,1
el Poble Sec,Sants-Montjuïc,1056.0,79,2,1
el Poble Sec,Sants-Montjuïc,852.0,105,3,2
el Poble Sec,Sants-Montjuïc,1229.0,92,3,2
el Poble Sec,Sants-Montjuïc,1195.0,77,2,1
la Font de la Guatlla,Sants-Montjuïc,561.0,52,1,1
la Font de la Guatlla,Sants-Montjuïc,852.0,70,3,1
la Font de la Guatlla,Sants-Montjuïc,740.0,91,3,2
la Font de la Guatlla,Sants-Montjuïc,740.0,80,2,1
la Font de la Guatlla,Sants-Montjuïc,606.0,50,1,1
la Font de la Guatlla,Sants-Montjuïc,673.0,50,2,1
la Font de la Guatlla,Sants-Montjuïc,561.0,75,3,1
la Font de la Guatlla,Sants-Montjuïc,807.0,153,4,2
la Font de la Guatlla,Sants-Montjuïc,651.0,94,2,2
la Font de la Guatlla,Sants-Montjuïc,852.0,65,3,1
la Font de la Guatlla,Sants-Montjuïc,426.0,62,2,1
la Font de la Guatlla,Sants-Montjuïc,897.0,68,3,1
la Font de la Guatlla,Sants-Montjuïc,628.0,63,2,1
la Font de la Guatlla,Sants-Montjuïc,673.0,73,3,1
la Font de la Guatlla,Sants-Montjuïc,673.0,64,2,1
la Font de la Guatlla,Sants-Montjuïc,673.0,98,4,2
la Font de la Guatlla,Sants-Montjuïc,471.0,55,2,1
la Font de la Guatlla,Sants-Montjuïc,561.0,56,2,1
la Font de la Guatlla,Sants-Montjuïc,1341.0,150,3,2
la Font de la Guatlla,Sants-Montjuïc,669.0,104,3,2
la Font de la Guatlla,Sants-Montjuïc,370.0,50,1,1
la Font de la Guatlla,Sants-Montjuïc,686.0,80,3,2
la Font de la Guatlla,Sants-Montjuïc,987.0,95,4,2
la Font de la Guatlla,Sants-Montjuïc,673.0,91,3,2
la Font de la Guatlla,Sants-Montjuïc,852.0,87,2,1
la Font de la Guatlla,Sants-Montjuïc,1345.0,130,3,2
la Font de la Guatlla,Sants-Montjuïc,807.0,126,4,2
la Font de la Guatlla,Sants-Montjuïc,1166.0,106,3,2
la Font de la Guatlla,Sants-Montjuïc,404.0,63,2,1
la Font de la Guatlla,Sants-Montjuïc,561.0,55,0,1
la Font de la Guatlla,Sants-Montjuïc,438.0,58,1,1
la Font de la Guatlla,Sants-Montjuïc,695.0,98,2,2
la Font de la Guatlla,Sants-Montjuïc,606.0,85,3,2
la Font de la Guatlla,Sants-Montjuïc,807.0,56,2,1
la Font de la Guatlla,Sants-Montjuïc,1040.0,50,2,1
la Font de la Guatlla,Sants-Montjuïc,852.0,70,2,1
la Font de la Guatlla,Sants-Montjuïc,538.0,85,4,2
la Font de la Guatlla,Sants-Montjuïc,785.0,30,0,1
la Font de la Guatlla,Sants-Montjuïc,942.0,101,2,2
la Font de la Guatlla,Sants-Montjuïc,651.0,94,2,2
la Font de la Guatlla,Sants-Montjuïc,4483.0,270,6,3
la Font de la Guatlla,Sants-Montjuïc,359.0,40,0,1
la Font de la Guatlla,Sants-Montjuïc,516.0,35,1,1
la Font de la Guatlla,Sants-Montjuïc,718.0,70,3,1
Hostafrancs,Sants-Montjuïc,1121.0,60,2,1
Hostafrancs,Sants-Montjuïc,1256.0,70,3,1
Hostafrancs,Sants-Montjuïc,606.0,73,3,1
Hostafrancs,Sants-Montjuïc,763.0,65,2,1
Hostafrancs,Sants-Montjuïc,740.0,25,2,1
Hostafrancs,Sants-Montjuïc,583.0,50,2,1
Hostafrancs,Sants-Montjuïc,760.0,60,2,1
Hostafrancs,Sants-Montjuïc,1009.0,85,2,1
Hostafrancs,Sants-Montjuïc,1431.0,82,3,2
Hostafrancs,Sants-Montjuïc,561.0,55,0,1
Hostafrancs,Sants-Montjuïc,682.0,70,2,1
Hostafrancs,Sants-Montjuïc,1189.0,90,2,1
Hostafrancs,Sants-Montjuïc,426.0,58,2,1
Hostafrancs,Sants-Montjuïc,769.0,80,0,1
Hostafrancs,Sants-Montjuïc,648.0,48,0,1
Hostafrancs,Sants-Montjuïc,583.0,67,2,1
Hostafrancs,Sants-Montjuïc,1189.0,90,2,1
Hostafrancs,Sants-Montjuïc,785.0,57,2,1
Hostafrancs,Sants-Montjuïc,534.0,56,3,1
Hostafrancs,Sants-Montjuïc,1076.0,100,3,2
Hostafrancs,Sants-Montjuïc,604.0,60,1,1
Hostafrancs,Sants-Montjuïc,718.0,100,3,2
